ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
47002967,中古マンション等,,47201,沖縄県,那覇市,宇栄原,赤嶺,5,２ＤＫ,35,,,,昭和49年,ＲＣ,,住宅,,,,第１種住居地域,60.0,200.0,2022年第1四半期,未改装,,6.3222192947339195
47035302,中古マンション等,,47201,沖縄県,那覇市,泉崎,壺川,7,３ＬＤＫ,85,,,,平成2年,ＳＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2008年第1四半期,未改装,,7.380211241711606
47029606,中古マンション等,,47201,沖縄県,那覇市,おもろまち,おもろまち,14,３ＬＤＫ,70,,,,,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2013年第2四半期,未改装,,7.431363764158987
47030196,中古マンション等,,47201,沖縄県,那覇市,松山,県庁前(沖縄),7,２ＤＫ,50,,,,昭和60年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第2四半期,未改装,,6.903089986991944
47000681,中古マンション等,,47208,沖縄県,浦添市,勢理客,,,３ＬＤＫ,70,,,,平成14年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2010年第2四半期,未改装,,7.2552725051033065
47005315,中古マンション等,,47201,沖縄県,那覇市,山下町,奥武山公園,6,４ＬＤＫ,85,,,,昭和64年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2017年第3四半期,改装済,,7.477121254719663
47021742,中古マンション等,,47201,沖縄県,那覇市,上之屋,美栄橋,14,４ＬＤＫ,95,,,,昭和57年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第2四半期,改装済,,7.204119982655925
47007647,中古マンション等,,47208,沖縄県,浦添市,大平,,,２ＬＤＫ,70,,,,昭和49年,ＲＣ,,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2017年第4四半期,未改装,,7.041392685158225
47004603,中古マンション等,,47201,沖縄県,那覇市,東町,旭橋,4,２ＬＤＫ,75,,,,平成26年,ＲＣ,,住宅,,,,,,,2018年第3四半期,未改装,,7.690196080028514
47001272,中古マンション等,,47201,沖縄県,那覇市,牧志,牧志,3,２ＬＤＫ,75,,,,平成13年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,150.0,2014年第4四半期,,,7.2552725051033065
47003317,中古マンション等,,47201,沖縄県,那覇市,小禄,,,２ＬＤＫ,50,,,,平成4年,ＲＣ,住宅,住宅,,,,,,,2017年第1四半期,未改装,,7.146128035678238
47003432,中古マンション等,,47201,沖縄県,那覇市,久米,,,３ＬＤＫ,75,,,,平成11年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2021年第3四半期,未改装,,7.431363764158987
47004214,中古マンション等,,47201,沖縄県,那覇市,壺川,壺川,6,３ＬＤＫ,70,,,,平成20年,ＲＣ,,住宅,,,,近隣商業地域,80.0,300.0,2018年第3四半期,改装済,,7.531478917042255
47008129,中古マンション等,,47208,沖縄県,浦添市,牧港,,,３ＬＤＫ,60,,,,平成9年,ＳＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2020年第3四半期,改装済,,7.278753600952829
47000293,中古マンション等,,47201,沖縄県,那覇市,前島,美栄橋,0,１Ｋ,25,,,,昭和59年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第3四半期,未改装,,6.544068044350276
47030533,中古マンション等,,47208,沖縄県,浦添市,伊祖,,,２ＬＤＫ,55,,,,平成7年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2013年第4四半期,未改装,,6.991226075692495
47003050,中古マンション等,,47201,沖縄県,那覇市,奥武山町,旭橋,7,３ＬＤＫ,85,,,,平成18年,ＳＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2019年第4四半期,改装済,,7.732393759822968
47003123,中古マンション等,,47201,沖縄県,那覇市,おもろまち,おもろまち,4,,80,,,,,,,住宅,,,,,,,2017年第4四半期,,,7.623249290397901
47035745,中古マンション等,,47201,沖縄県,那覇市,松島,市立病院前(沖縄),7,２ＬＤＫ,60,,,,平成12年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2007年第3四半期,未改装,,7.041392685158225
47002237,中古マンション等,,47201,沖縄県,那覇市,安里,牧志,4,１ＤＫ,65,,,,昭和56年,ＳＲＣ,住宅,,,,,,,,2011年第1四半期,改装済,,6.973127853599698
47021865,中古マンション等,,47201,沖縄県,那覇市,牧志,美栄橋,1,２ＬＤＫ,70,,,,平成27年,ＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2015年第3四半期,未改装,,7.544068044350276
47035635,中古マンション等,,47201,沖縄県,那覇市,西,旭橋,8,３ＬＤＫ,100,,,,平成2年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2008年第3四半期,未改装,,7.041392685158225
47029792,中古マンション等,,47201,沖縄県,那覇市,首里石嶺町,首里,30分?60分,３ＬＤＫ,75,,,,平成8年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2013年第3四半期,未改装,,7.176091259055681
47000290,中古マンション等,,47201,沖縄県,那覇市,前島,古島,7,１ＤＫ,35,,,,昭和59年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第1四半期,改装済,,6.724275869600789
47023313,中古マンション等,,47208,沖縄県,浦添市,屋富祖,,,３ＬＤＫ,65,,,,平成7年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2012年第2四半期,未改装,,7.041392685158225
47031538,中古マンション等,,47201,沖縄県,那覇市,旭町,旭橋,6,３ＬＤＫ,90,,,,平成21年,ＳＲＣ,住宅,,,,,商業地域,,,2009年第1四半期,,,7.5910646070264995
47005253,中古マンション等,,47201,沖縄県,那覇市,宮城,赤嶺,9,４ＬＤＫ,85,,,,平成28年,ＲＣ,,住宅,,,,準工業地域,60.0,200.0,2021年第2四半期,未改装,,7.653212513775344
