ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
19003433,中古マンション等,,19201,山梨県,甲府市,朝日,甲府,8,１Ｋ,15,,,,昭和63年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第2四半期,未改装,,5.8061799739838875
19006505,中古マンション等,,19201,山梨県,甲府市,丸の内,甲府,9,３ＬＤＫ,95,,,,平成22年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2010年第3四半期,改装済,,7.544068044350276
19000025,中古マンション等,,19201,山梨県,甲府市,相生,甲府,14,３ＬＤＫ,85,,,,,,,住宅,,,,,,,2020年第2四半期,,,7.531478917042255
19019407,中古マンション等,,19201,山梨県,甲府市,幸町,南甲府,8,,65,,,,,ＲＣ,住宅,住宅,,,,工業地域,,,2016年第3四半期,,,7.079181246047625
19000849,中古マンション等,,19201,山梨県,甲府市,北口,甲府,3,１Ｋ,30,,,,昭和61年,ＳＲＣ,住宅,事務所,,,,商業地域,80.0,600.0,2017年第4四半期,未改装,,6.447158031342219
19017967,中古マンション等,,19201,山梨県,甲府市,城東,善光寺,6,３ＬＤＫ,55,,,,平成3年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2015年第1四半期,未改装,,6.3222192947339195
19020257,中古マンション等,,19201,山梨県,甲府市,丸の内,酒折,8,１Ｋ,20,,,,平成4年,ＲＣ,住宅,住宅,,,,市街化調整区域,60.0,200.0,2016年第2四半期,,,6.2552725051033065
19031413,中古マンション等,,19201,山梨県,甲府市,城東,金手,9,３ＬＤＫ,55,,,,平成5年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2008年第4四半期,未改装,,6.929418925714293
19031426,中古マンション等,,19201,山梨県,甲府市,城東,善光寺,6,２ＤＫ,40,,,,平成3年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2008年第3四半期,改装済,,6.832508912706237
19009568,中古マンション等,,19201,山梨県,甲府市,城東,善光寺,5,２ＤＫ,45,,,,平成3年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2011年第3四半期,改装済,,6.698970004336019
19020254,中古マンション等,,19201,山梨県,甲府市,丸の内,甲府,10,３ＬＤＫ,70,,,,平成19年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第2四半期,未改装,,7.3979400086720375
19002674,中古マンション等,,19201,山梨県,甲府市,国母,甲府,30分?60分,３ＬＤＫ,80,,,,平成20年,ＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2014年第4四半期,未改装,,7.3222192947339195
19025909,中古マンション等,,19201,山梨県,甲府市,酒折,酒折,8,１Ｋ,20,,,,,ＲＣ,住宅,,,,,市街化調整区域,,,2013年第1四半期,未改装,,6.0
19031240,中古マンション等,,19201,山梨県,甲府市,川田町,石和温泉,17,１Ｋ,25,,,,平成6年,ＲＣ,住宅,,,,,市街化調整区域,70.0,400.0,2008年第4四半期,未改装,,6.3979400086720375
19004638,中古マンション等,,19201,山梨県,甲府市,国母,甲府,30分?60分,２ＬＤＫ,55,,,,昭和49年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2010年第4四半期,未改装,,6.3979400086720375
19022500,中古マンション等,,19201,山梨県,甲府市,川田町,石和温泉,10,２ＤＫ,50,,,,平成6年,ＲＣ,住宅,,,,,市街化調整区域,,,2012年第4四半期,未改装,調停・競売等,6.447158031342219
19001267,中古マンション等,,19201,山梨県,甲府市,下飯田,甲府,30分?60分,４ＬＤＫ,90,,,,平成19年,ＲＣ,,,,,,第１種住居地域,60.0,200.0,2021年第1四半期,未改装,,7.3222192947339195
19002511,中古マンション等,,19201,山梨県,甲府市,丸の内,甲府,8,３ＬＤＫ,80,,,,平成22年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2021年第4四半期,未改装,,7.505149978319906
