ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
10002916,中古マンション等,,10201,群馬県,前橋市,千代田町,前橋,18,２ＤＫ,40,,,,平成3年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2019年第4四半期,未改装,,6.724275869600789
10006186,中古マンション等,,10202,群馬県,高崎市,貝沢町,高崎問屋町,0,３ＬＤＫ,75,,,,平成20年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2021年第1四半期,未改装,,7.3979400086720375
10064231,中古マンション等,,10205,群馬県,太田市,本町,太田(群馬),11,４ＬＤＫ,90,,,,平成20年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2009年第4四半期,未改装,,7.518513939877887
10033596,中古マンション等,,10204,群馬県,伊勢崎市,中央町,新伊勢崎,5,３ＬＤＫ,45,,,,平成2年,ＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2014年第4四半期,未改装,,6.0
10009669,中古マンション等,,10201,群馬県,前橋市,城東町,中央前橋,4,３ＬＤＫ,70,,,,平成20年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2014年第1四半期,改装済,,7.176091259055681
10020159,中古マンション等,,10204,群馬県,伊勢崎市,中央町,伊勢崎,13,４ＬＤＫ,70,,,,平成3年,ＲＣ,,住宅,,,,商業地域,80.0,400.0,2018年第1四半期,未改装,,6.698970004336019
10015413,中古マンション等,,10202,群馬県,高崎市,貝沢町,高崎問屋町,0,４ＬＤＫ,80,,,,平成20年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2011年第3四半期,改装済,,7.361727836017593
10000947,中古マンション等,,10201,群馬県,前橋市,表町,前橋,4,１ＤＫ,20,,,,平成2年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第1四半期,改装済,,6.477121254719663
10053405,中古マンション等,,10202,群馬県,高崎市,日光町,高崎問屋町,12,３ＬＤＫ,105,,,,平成20年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2013年第1四半期,未改装,,7.361727836017593
10012189,中古マンション等,,10201,群馬県,前橋市,平和町,前橋,25,１Ｋ,20,,,,昭和64年,ＲＣ,住宅,,,,,近隣商業地域,80.0,200.0,2011年第2四半期,未改装,,6.5910646070264995
10032294,中古マンション等,,10201,群馬県,前橋市,昭和町,前橋,30分?60分,３ＤＫ,60,,,,平成3年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2012年第4四半期,改装済,,6.778151250383644
10007960,中古マンション等,,10202,群馬県,高崎市,小八木町,井野(群馬),17,２ＬＤＫ,50,,,,平成3年,ＳＲＣ,住宅,住宅,,,,市街化調整区域,70.0,200.0,2020年第1四半期,改装済,,6.819543935541868
10061019,中古マンション等,,10205,群馬県,太田市,新井町,太田(群馬),17,３ＬＤＫ,70,,,,平成14年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2009年第1四半期,未改装,,7.230448921378274
10008209,中古マンション等,,10201,群馬県,前橋市,下小出町,前橋,30分?60分,３ＬＤＫ,70,,,,平成18年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2011年第2四半期,未改装,,7.230448921378274
10024350,中古マンション等,,10202,群馬県,高崎市,高砂町,高崎(ＪＲ),16,３ＬＤＫ,65,,,,平成3年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第2四半期,未改装,,7.041392685158225
10013882,中古マンション等,,10202,群馬県,高崎市,常盤町,高崎(ＪＲ),19,３Ｋ,60,,,,昭和64年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2010年第2四半期,改装済,,7.041392685158225
10028291,中古マンション等,,10205,群馬県,太田市,本町,太田(群馬),11,１Ｒ,10,,,,平成3年,ＳＲＣ,,住宅,,,,商業地域,80.0,400.0,2021年第1四半期,未改装,,6.146128035678238
10013633,中古マンション等,,10201,群馬県,前橋市,南町,前橋,11,２ＬＤＫ,55,,,,平成4年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2014年第3四半期,未改装,,6.778151250383644
10014293,中古マンション等,,10201,群馬県,前橋市,文京町,前橋,13,３ＬＤＫ,60,,,,平成3年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2016年第2四半期,未改装,,6.845098040014257
10004141,中古マンション等,,10201,群馬県,前橋市,古市町,新前橋,7,１Ｋ,20,,,,平成3年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2021年第2四半期,,,6.3222192947339195
10056137,中古マンション等,,10202,群馬県,高崎市,元紺屋町,高崎(ＪＲ),10,１Ｒ,15,,,,平成5年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第4四半期,未改装,,6.361727836017593
10005971,中古マンション等,,10202,群馬県,高崎市,江木町,高崎(ＪＲ),15,４ＬＤＫ,90,,,,平成25年,ＲＣ,,住宅,,,,工業地域,60.0,200.0,2018年第4四半期,改装済,,7.6020599913279625
10024237,中古マンション等,,10202,群馬県,高崎市,宮元町,高崎(ＪＲ),9,２ＬＤＫ,65,,,,平成12年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2014年第3四半期,未改装,,7.204119982655925
10025421,中古マンション等,,10201,群馬県,前橋市,元総社町,新前橋,28,３ＬＤＫ,60,,,,平成2年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2007年第3四半期,改装済,,6.812913356642856
10023089,中古マンション等,,10202,群馬県,高崎市,並榎町,北高崎,18,３ＬＤＫ,65,,,,平成3年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2016年第4四半期,未改装,,6.812913356642856
10056138,中古マンション等,,10202,群馬県,高崎市,元紺屋町,高崎(ＪＲ),9,１Ｋ,15,,,,平成5年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第3四半期,改装済,,6.4623979978989565
10000861,中古マンション等,,10201,群馬県,前橋市,大渡町,新前橋,28,２ＤＫ,45,,,,平成2年,ＳＲＣ,,住宅,,,,工業地域,60.0,200.0,2019年第2四半期,未改装,,6.531478917042255
10042312,中古マンション等,,10202,群馬県,高崎市,上佐野町,高崎(ＪＲ),25,２ＬＤＫ,55,,,,平成3年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2012年第4四半期,未改装,,6.897627091290442
10014820,中古マンション等,,10201,群馬県,前橋市,南町,前橋,11,２ＬＤＫ,55,,,,平成4年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2016年第3四半期,未改装,,6.845098040014257
10051901,中古マンション等,,10202,群馬県,高崎市,高砂町,高崎(ＪＲ),15,２ＬＤＫ,70,,,,平成19年,ＲＣ,住宅,,,,,商業地域,80.0,200.0,2013年第2四半期,未改装,,7.3222192947339195
10047638,中古マンション等,,10202,群馬県,高崎市,問屋町,高崎問屋町,11,３ＬＤＫ,75,,,,平成20年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第4四半期,未改装,,7.301029995663981
10004308,中古マンション等,,10201,群馬県,前橋市,文京町,前橋,17,２ＬＤＫ,80,,,,平成18年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,200.0,2017年第2四半期,未改装,,7.3222192947339195
10000755,中古マンション等,,10201,群馬県,前橋市,大手町,前橋,15,４ＬＤＫ,80,,,,平成17年,ＲＣ,,住宅,,,,商業地域,80.0,400.0,2017年第3四半期,未改装,,7.361727836017593
10021609,中古マンション等,,10202,群馬県,高崎市,末広町,高崎(ＪＲ),20,３ＬＤＫ,65,,,,平成3年,ＳＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2016年第3四半期,改装済,,7.278753600952829
10056140,中古マンション等,,10202,群馬県,高崎市,元紺屋町,高崎(ＪＲ),12,１ＤＫ,25,,,,平成5年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第2四半期,未改装,,6.5910646070264995
10046274,中古マンション等,,10202,群馬県,高崎市,新田町,高崎(ＪＲ),5,３ＬＤＫ,70,,,,昭和64年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第3四半期,未改装,,6.977723605288848
10042872,中古マンション等,,10203,群馬県,桐生市,本町,桐生,5,２ＬＤＫ,65,,,,平成20年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2008年第2四半期,,,7.342422680822207
10015304,中古マンション等,,10201,群馬県,前橋市,元総社町,新前橋,27,１Ｋ,15,,,,平成2年,ＳＲＣ,住宅,その他,,,,商業地域,80.0,400.0,2016年第4四半期,,,6.301029995663981
10000754,中古マンション等,,10201,群馬県,前橋市,大手町,前橋,15,３ＬＤＫ,65,,,,平成17年,ＳＲＣ,,住宅,,,,商業地域,80.0,400.0,2017年第4四半期,未改装,,7.230448921378274
10036226,中古マンション等,,10205,群馬県,太田市,新井町,太田(群馬),22,３ＬＤＫ,60,,,,平成19年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2011年第2四半期,未改装,,7.176091259055681
10038521,中古マンション等,,10205,群馬県,太田市,新井町,太田(群馬),18,３ＬＤＫ,70,,,,平成14年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2016年第2四半期,,調停・競売等,7.146128035678238
10006238,中古マンション等,,10202,群馬県,高崎市,貝沢町,高崎問屋町,6,３ＬＤＫ,55,,,,昭和50年,ＳＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2019年第1四半期,未改装,,6.477121254719663
10009934,中古マンション等,,10202,群馬県,高崎市,田町,高崎(ＪＲ),10,１ＬＤＫ,25,,,,昭和64年,ＳＲＣ,,住宅,,,,商業地域,80.0,600.0,2021年第2四半期,未改装,,6.707570176097937
10019181,中古マンション等,,10202,群馬県,高崎市,九蔵町,高崎(ＪＲ),15,３ＬＤＫ,75,,,,平成28年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第1四半期,未改装,,7.518513939877887
10014192,中古マンション等,,10201,群馬県,前橋市,元総社町,新前橋,27,１Ｋ,15,,,,平成2年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2014年第1四半期,改装済,,6.2552725051033065
10044729,中古マンション等,,10202,群馬県,高崎市,栄町,高崎(ＪＲ),3,３ＬＤＫ,80,,,,平成10年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第2四半期,,調停・競売等,7.278753600952829
10026974,中古マンション等,,10205,群馬県,太田市,浜町,太田(群馬),17,３ＬＤＫ,65,,,,平成17年,ＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2020年第4四半期,,,7.278753600952829
10006220,中古マンション等,,10202,群馬県,高崎市,貝沢町,高崎問屋町,5,３ＤＫ,45,,,,昭和50年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,200.0,2019年第4四半期,改装済,,6.041392685158225
10016682,中古マンション等,,10201,群馬県,前橋市,大友町,新前橋,16,３ＬＤＫ,55,,,,平成2年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2007年第4四半期,改装済,,6.9344984512435675
10014601,中古マンション等,,10201,群馬県,前橋市,三河町,前橋,8,２ＬＤＫ,45,,,,平成3年,ＳＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2016年第2四半期,未改装,,6.740362689494244
10018936,中古マンション等,,10202,群馬県,高崎市,栄町,高崎(ＪＲ),8,３ＬＤＫ,75,,,,平成20年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2014年第2四半期,未改装,,7.380211241711606
10030352,中古マンション等,,10202,群馬県,高崎市,栄町,高崎(ＪＲ),3,３ＬＤＫ,90,,,,平成10年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2007年第4四半期,,,7.531478917042255
10006827,中古マンション等,,10202,群馬県,高崎市,上佐野町,高崎(ＪＲ),30分?60分,３ＬＤＫ,65,,,,平成10年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2017年第2四半期,改装済,,7.113943352306837
10043119,中古マンション等,,10201,群馬県,前橋市,元総社町,新前橋,27,１ＬＤＫ,35,,,,平成2年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第3四半期,未改装,,6.556302500767287
10008066,中古マンション等,,10202,群馬県,高崎市,鞘町,高崎(ＪＲ),11,１Ｋ,25,,,,平成2年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2018年第1四半期,改装済,,6.643452676486188
10018153,中古マンション等,,10202,群馬県,高崎市,旭町,高崎(ＪＲ),5,４ＬＤＫ,95,,,,平成27年,ＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2015年第2四半期,未改装,,7.778151250383644
