ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
22127535,中古マンション等,,22210,静岡県,富士市,水戸島,富士,11,４ＬＤＫ,80,,,,平成2年,ＳＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2009年第4四半期,未改装,,6.977723605288848
22015502,中古マンション等,,22131,静岡県,浜松市中区,中島,浜松,16,２ＬＤＫ,55,,,,昭和64年,ＳＲＣ,住宅,その他,,,,第１種住居地域,60.0,200.0,2019年第1四半期,未改装,,6.832508912706237
22002092,中古マンション等,,22101,静岡県,静岡市葵区,鷹匠,静岡,14,１Ｋ,20,,,,平成2年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2021年第2四半期,未改装,,6.2552725051033065
22025301,中古マンション等,,22133,静岡県,浜松市西区,入野町,浜松,1H?1H30,３ＬＤＫ,65,,,,平成14年,ＲＣ,住宅,その他,,,,第１種住居地域,60.0,200.0,2014年第2四半期,未改装,調停・競売等,6.982271233039568
22125141,中古マンション等,,22212,静岡県,焼津市,栄町,焼津,4,３ＬＤＫ,80,,,,平成15年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第3四半期,未改装,,7.278753600952829
22005510,中古マンション等,,22102,静岡県,静岡市駿河区,登呂,静岡,30分?60分,３ＬＤＫ,80,,,,,,,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2021年第4四半期,,,7.2552725051033065
22093576,中古マンション等,,22206,静岡県,三島市,徳倉,三島,25,３ＬＤＫ,70,,,,平成8年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,150.0,2012年第4四半期,未改装,,7.113943352306837
22025035,中古マンション等,,22103,静岡県,静岡市清水区,本郷町,清水(静岡),5,３ＬＤＫ,70,,,,昭和49年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2011年第1四半期,未改装,,6.6020599913279625
22075464,中古マンション等,,22206,静岡県,三島市,西若町,三島,11,５ＬＤＫ,110,,,,昭和64年,ＳＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2016年第2四半期,未改装,,7.361727836017593
22077923,中古マンション等,,22214,静岡県,藤枝市,駅前,藤枝,4,２ＬＤＫ,70,,,,平成19年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2018年第3四半期,未改装,,7.301029995663981
22034960,中古マンション等,,22203,静岡県,沼津市,大岡,三島,30分?60分,４ＬＤＫ,85,,,,平成15年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2019年第3四半期,未改装,,7.113943352306837
22051825,中古マンション等,,22101,静岡県,静岡市葵区,上足洗,静岡,30分?60分,３ＬＤＫ,75,,,,,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2013年第4四半期,改装済,,7.278753600952829
22046170,中古マンション等,,22133,静岡県,浜松市西区,入野町,浜松,1H?1H30,３ＬＤＫ,65,,,,平成14年,ＲＣ,住宅,事務所,,,,第１種住居地域,60.0,200.0,2015年第1四半期,未改装,,7.146128035678238
22135357,中古マンション等,,22102,静岡県,静岡市駿河区,小鹿,東静岡,15,２ＬＤＫ＋Ｓ,70,,,,平成13年,ＲＣ,住宅,,,,,近隣商業地域,80.0,200.0,2007年第3四半期,未改装,,7.380211241711606
22054075,中古マンション等,,22209,静岡県,島田市,本通,島田(静岡),7,２ＬＤＫ＋Ｓ,65,,,,,,,住宅,,,,商業地域,80.0,400.0,2019年第4四半期,未改装,,7.342422680822207
22041891,中古マンション等,,22134,静岡県,浜松市南区,東若林町,浜松,30分?60分,,15,,,,平成2年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2011年第1四半期,,,6.079181246047625
22057977,中古マンション等,,22210,静岡県,富士市,蓼原,富士,30分?60分,２ＤＫ,35,,,,昭和49年,ＳＲＣ,住宅,住宅,,,,工業地域,60.0,200.0,2019年第2四半期,改装済,,6.0
22064157,中古マンション等,,22211,静岡県,磐田市,上本郷,豊田町,5,３ＬＤＫ,70,,,,平成9年,,,住宅,,,,近隣商業地域,80.0,200.0,2019年第4四半期,未改装,,7.2552725051033065
22146316,中古マンション等,,22213,静岡県,掛川市,青葉台,掛川,21,３ＬＤＫ,65,,,,平成4年,ＳＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2007年第4四半期,未改装,,7.079181246047625
22055231,中古マンション等,,22135,静岡県,浜松市北区,三ヶ日町都筑,都筑,30分?60分,,45,,,,,ＳＲＣ,住宅,,,,,市街化調整区域,60.0,200.0,2015年第4四半期,未改装,,6.0
22014120,中古マンション等,,22102,静岡県,静岡市駿河区,曲金,東静岡,8,３ＬＤＫ,95,,,,平成20年,ＲＣ,住宅,,,,,工業地域,60.0,200.0,2010年第3四半期,未改装,,7.531478917042255
22073218,中古マンション等,,22131,静岡県,浜松市中区,上島,上島,9,３ＬＤＫ,60,,,,平成5年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2013年第2四半期,未改装,,6.929418925714293
22012013,中古マンション等,,22131,静岡県,浜松市中区,板屋町,浜松,6,２ＬＤＫ,75,,,,平成22年,ＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2019年第2四半期,未改装,,7.5910646070264995
22062198,中古マンション等,,22102,静岡県,静岡市駿河区,中田,静岡,10,３ＬＤＫ,70,,,,昭和61年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2013年第1四半期,未改装,,7.079181246047625
22011657,中古マンション等,,22131,静岡県,浜松市中区,葵東,浜松,1H30?2H,３ＬＤＫ,80,,,,平成15年,,,住宅,,,,近隣商業地域,80.0,300.0,2020年第4四半期,未改装,,7.2552725051033065
22001441,中古マンション等,,22101,静岡県,静岡市葵区,七間町,静岡,10,１Ｋ,25,,,,昭和49年,,住宅,住宅,,,,商業地域,80.0,600.0,2019年第4四半期,未改装,,6.301029995663981
22063725,中古マンション等,,22132,静岡県,浜松市東区,植松町,浜松,30分?60分,２ＤＫ,40,,,,昭和60年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2012年第2四半期,未改装,,6.0
22030932,中古マンション等,,22102,静岡県,静岡市駿河区,聖一色,東静岡,18,３ＬＤＫ,75,,,,平成13年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2016年第1四半期,,,7.3222192947339195
22020927,中古マンション等,,22131,静岡県,浜松市中区,和合町,浜松,1H?1H30,３ＬＤＫ,80,,,,平成17年,ＲＣ,住宅,住宅,,,,第１種低層住居専用地域,40.0,60.0,2014年第4四半期,改装済,,7.176091259055681
22000370,中古マンション等,,22101,静岡県,静岡市葵区,追手町,静岡,14,３ＤＫ,55,,,,昭和54年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2017年第2四半期,未改装,,6.929418925714293
22032366,中古マンション等,,22103,静岡県,静岡市清水区,本郷町,清水(静岡),6,１Ｋ,25,,,,昭和49年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第4四半期,改装済,,6.3979400086720375
