ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
29000545,中古マンション等,,29201,奈良県,奈良市,あやめ池南,菖蒲池,6,２ＬＤＫ,75,,,,平成12年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2019年第4四半期,改装済,,7.3979400086720375
29005403,中古マンション等,,29201,奈良県,奈良市,白毫寺町,近鉄奈良,30分?60分,４ＬＤＫ,70,,,,昭和64年,ＲＣ,住宅,その他,,,,市街化調整区域,,,2017年第4四半期,未改装,,6.544068044350276
29033286,中古マンション等,,29425,奈良県,北葛城郡王寺町,王寺,王寺,2,３ＬＤＫ,60,,,,平成20年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第3四半期,未改装,,7.447158031342219
29043459,中古マンション等,,29203,奈良県,大和郡山市,野垣内町,,,３ＬＤＫ,65,,,,,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2008年第1四半期,改装済,,7.113943352306837
29033693,中古マンション等,,29209,奈良県,生駒市,山崎新町,生駒,4,２ＬＤＫ,60,,,,平成12年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第3四半期,未改装,,7.2552725051033065
29031057,中古マンション等,,29209,奈良県,生駒市,山崎新町,生駒,4,３ＬＤＫ,70,,,,平成12年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第4四半期,未改装,,7.4623979978989565
29030692,中古マンション等,,29209,奈良県,生駒市,俵口町,生駒,26,３ＬＤＫ,70,,,,平成9年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2015年第4四半期,,調停・競売等,6.929418925714293
29012425,中古マンション等,,29205,奈良県,橿原市,見瀬町,橿原神宮前,5,２ＬＤＫ,55,,,,昭和64年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2020年第1四半期,未改装,,6.633468455579586
29005196,中古マンション等,,29201,奈良県,奈良市,富雄北,富雄,12,３ＬＤＫ,75,,,,平成11年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2010年第2四半期,未改装,,7.113943352306837
29040431,中古マンション等,,29206,奈良県,桜井市,大字大福,大福,3,２ＬＤＫ,70,,,,平成5年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2009年第2四半期,未改装,調停・競売等,6.2552725051033065
29005596,中古マンション等,,29201,奈良県,奈良市,藤ノ木台,学園前(奈良),28,,60,,,,昭和62年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2020年第1四半期,未改装,,6.301029995663981
