ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
46035876,中古マンション等,,46201,鹿児島県,鹿児島市,上荒田町,鹿児島中央,9,２ＬＤＫ,60,,,,平成15年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第3四半期,未改装,,7.146128035678238
46009478,中古マンション等,,46201,鹿児島県,鹿児島市,長田町,鹿児島,10,４ＬＤＫ,70,,,,,ＲＣ,,住宅,,,,第２種住居地域,60.0,200.0,2021年第1四半期,未改装,,7.3222192947339195
46079915,中古マンション等,,46201,鹿児島県,鹿児島市,下荒田,鹿児島中央,30分?60分,１Ｋ,20,,,,平成2年,ＲＣ,住宅,,,,,第１種住居地域,,,2008年第4四半期,未改装,,6.3222192947339195
46011166,中古マンション等,,46201,鹿児島県,鹿児島市,平之町,鹿児島中央,14,２ＬＤＫ,60,,,,平成13年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2019年第2四半期,改装済,,7.301029995663981
46000927,中古マンション等,,46201,鹿児島県,鹿児島市,高麗町,鹿児島中央,13,３ＬＤＫ,70,,,,平成14年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2014年第1四半期,未改装,,7.361727836017593
46009851,中古マンション等,,46201,鹿児島県,鹿児島市,西坂元町,鹿児島,19,３ＬＤＫ,65,,,,,ＲＣ,住宅,住宅,,,,第１種低層住居専用地域,50.0,80.0,2022年第2四半期,未改装,,7.0
46028887,中古マンション等,,46201,鹿児島県,鹿児島市,上之園町,鹿児島中央,13,３ＬＤＫ,75,,,,平成13年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第3四半期,改装済,,7.361727836017593
46009413,中古マンション等,,46201,鹿児島県,鹿児島市,唐湊,郡元(ＪＲ),4,２ＬＤＫ,50,,,,昭和53年,ＳＲＣ,住宅,住宅,,,,,,,2018年第1四半期,改装済,,6.8750612633917
46008522,中古マンション等,,46201,鹿児島県,鹿児島市,谷山中央,谷山(ＪＲ),7,３ＬＤＫ,75,,,,平成9年,ＲＣ,,住宅,,,,,,,2021年第3四半期,未改装,,7.230448921378274
46001567,中古マンション等,,46201,鹿児島県,鹿児島市,田上,鹿児島中央,30分?60分,２ＬＤＫ,50,,,,平成4年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2014年第4四半期,未改装,,7.0
46004924,中古マンション等,,46201,鹿児島県,鹿児島市,高麗町,鹿児島中央,14,１Ｋ,15,,,,平成3年,ＳＲＣ,住宅,事務所,,,,,,,2019年第2四半期,改装済,,6.505149978319906
46004044,中古マンション等,,46201,鹿児島県,鹿児島市,鴨池新町,南鹿児島,15,３ＬＤＫ,65,,,,昭和52年,ＳＲＣ,住宅,その他,,,,,,,2019年第1四半期,未改装,,6.8750612633917
46006737,中古マンション等,,46201,鹿児島県,鹿児島市,城南町,鹿児島中央,30分?60分,３ＬＤＫ,70,,,,,,住宅,住宅,,,,近隣商業地域,80.0,300.0,2020年第4四半期,未改装,,7.431363764158987
46011294,中古マンション等,,46201,鹿児島県,鹿児島市,船津町,鹿児島中央,21,１ＬＤＫ,45,,,,昭和52年,,住宅,住宅,,,,商業地域,80.0,500.0,2020年第2四半期,改装済,,7.0
46000471,中古マンション等,,46201,鹿児島県,鹿児島市,小松原,谷山(ＪＲ),11,２ＬＤＫ,55,,,,平成2年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2010年第2四半期,,,6.977723605288848
46061990,中古マンション等,,46201,鹿児島県,鹿児島市,堀江町,鹿児島,18,３ＬＤＫ,75,,,,,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第3四半期,改装済,,7.2552725051033065
46079386,中古マンション等,,46201,鹿児島県,鹿児島市,泉町,鹿児島中央,26,４ＬＤＫ,80,,,,平成11年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2007年第4四半期,未改装,,7.380211241711606
46010004,中古マンション等,,46201,鹿児島県,鹿児島市,西田,鹿児島中央,8,３ＬＤＫ,80,,,,,ＲＣ,,住宅,,,,商業地域,80.0,500.0,2019年第3四半期,改装済,,7.568201724066995
46005853,中古マンション等,,46201,鹿児島県,鹿児島市,桜ケ丘,宇宿,11,３ＬＤＫ,70,,,,平成9年,ＲＣ,住宅,住宅,,,,,,,2017年第3四半期,未改装,,7.176091259055681
46002044,中古マンション等,,46201,鹿児島県,鹿児島市,薬師,鹿児島中央,8,２ＬＤＫ,60,,,,昭和63年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2010年第4四半期,改装済,,7.176091259055681
46032984,中古マンション等,,46201,鹿児島県,鹿児島市,下荒田,鹿児島中央,29,３ＬＤＫ,75,,,,,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2012年第3四半期,未改装,,7.113943352306837
46081029,中古マンション等,,46201,鹿児島県,鹿児島市,山之口町,鹿児島中央,20,３ＬＤＫ,65,,,,昭和55年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2007年第3四半期,未改装,,7.0
46042558,中古マンション等,,46201,鹿児島県,鹿児島市,与次郎,南鹿児島,21,３ＬＤＫ,75,,,,平成20年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第4四半期,未改装,,7.301029995663981
46000467,中古マンション等,,46201,鹿児島県,鹿児島市,小松原,宇宿,,４ＬＤＫ,85,,,,平成14年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2010年第1四半期,未改装,,7.380211241711606
46008511,中古マンション等,,46201,鹿児島県,鹿児島市,谷山中央,谷山(ＪＲ),12,３ＬＤＫ,70,,,,平成28年,ＲＣ,,住宅,,,,,,,2021年第4四半期,未改装,,7.414973347970818
46065780,中古マンション等,,46201,鹿児島県,鹿児島市,宇宿,,,１Ｋ,20,,,,平成2年,ＲＣ,住宅,,,,,,,,2009年第1四半期,未改装,,6.361727836017593
46009122,中古マンション等,,46201,鹿児島県,鹿児島市,照国町,鹿児島,23,２ＬＤＫ,65,,,,平成21年,ＲＣ,,住宅,,,,商業地域,80.0,400.0,2022年第2四半期,未改装,,7.4623979978989565
46008671,中古マンション等,,46201,鹿児島県,鹿児島市,谷山中央,谷山(ＪＲ),9,１Ｋ,20,,,,昭和64年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2017年第1四半期,未改装,,6.301029995663981
46003992,中古マンション等,,46201,鹿児島県,鹿児島市,鴨池新町,南鹿児島,19,３ＬＤＫ,75,,,,,,,住宅,,,,第２種住居地域,,,2022年第1四半期,,,6.763427993562937
46003885,中古マンション等,,46201,鹿児島県,鹿児島市,上本町,鹿児島,4,３ＬＤＫ,70,,,,平成14年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2018年第4四半期,未改装,,7.0
46034863,中古マンション等,,46201,鹿児島県,鹿児島市,南林寺町,鹿児島中央,28,３ＬＤＫ,60,,,,昭和47年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2015年第2四半期,未改装,,6.732393759822968
46080483,中古マンション等,,46201,鹿児島県,鹿児島市,常盤,鹿児島中央,21,４ＬＤＫ,85,,,,昭和62年,ＲＣ,住宅,,,,,第１種低層住居専用地域,50.0,80.0,2008年第2四半期,改装済,,7.176091259055681
46037500,中古マンション等,,46201,鹿児島県,鹿児島市,鴨池新町,南鹿児島,15,３ＬＤＫ,65,,,,,ＳＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2016年第4四半期,未改装,,6.99563519459755
46001057,中古マンション等,,46201,鹿児島県,鹿児島市,田上,鹿児島中央,28,１Ｋ,20,,,,平成2年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2010年第1四半期,未改装,調停・競売等,6.3222192947339195
46004029,中古マンション等,,46201,鹿児島県,鹿児島市,山之口町,甲東中学校前,3,２ＤＫ,40,,,,昭和55年,ＳＲＣ,住宅,,,,,,,,2014年第1四半期,未改装,,6.623249290397901
46001419,中古マンション等,,46201,鹿児島県,鹿児島市,新照院町,鹿児島中央,20,２ＤＫ,45,,,,,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2014年第3四半期,未改装,,6.863322860120456
46006910,中古マンション等,,46201,鹿児島県,鹿児島市,下荒田,鹿児島中央,26,３ＬＤＫ,70,,,,平成12年,ＲＣ,住宅,,,,,近隣商業地域,80.0,200.0,2011年第1四半期,未改装,,7.2552725051033065
46069026,中古マンション等,,46201,鹿児島県,鹿児島市,谷山中央,谷山(ＪＲ),7,１Ｋ,20,,,,昭和64年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2009年第1四半期,未改装,,6.431363764158987
46044241,中古マンション等,,46201,鹿児島県,鹿児島市,照国町,鹿児島中央,18,２ＬＤＫ,70,,,,平成21年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第3四半期,未改装,,7.477121254719663
46001140,中古マンション等,,46201,鹿児島県,鹿児島市,武,鹿児島中央,,３ＬＤＫ,70,,,,平成15年,ＲＣ,住宅,,,,,,,,2010年第3四半期,,,7.380211241711606
46004164,中古マンション等,,46201,鹿児島県,鹿児島市,加治屋町,鹿児島中央,13,３ＬＤＫ,90,,,,平成22年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,400.0,2011年第4四半期,未改装,,7.6127838567197355
46006086,中古マンション等,,46201,鹿児島県,鹿児島市,下荒田,鹿児島中央,26,２ＬＤＫ,75,,,,平成16年,ＳＲＣ,住宅,住宅,,,,,,,2018年第2四半期,未改装,,7.361727836017593
46062108,中古マンション等,,46201,鹿児島県,鹿児島市,松原町,鹿児島中央,24,２ＬＤＫ,55,,,,昭和50年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第3四半期,改装済,,6.954242509439325
46001214,中古マンション等,,46201,鹿児島県,鹿児島市,下荒田,鹿児島中央,30分?60分,１Ｋ,20,,,,昭和64年,ＲＣ,住宅,,,,,,,,2014年第3四半期,未改装,,6.342422680822207
46080585,中古マンション等,,46201,鹿児島県,鹿児島市,西田,鹿児島中央,3,１Ｋ,15,,,,平成3年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2007年第4四半期,未改装,,6.6020599913279625
46027078,中古マンション等,,46201,鹿児島県,鹿児島市,宇宿,宇宿,12,３ＤＫ,45,,,,平成3年,ＲＣ,住宅,住宅,,,,工業地域,60.0,200.0,2015年第3四半期,改装済,,6.929418925714293
46009163,中古マンション等,,46201,鹿児島県,鹿児島市,谷山中央,谷山(ＪＲ),7,３ＬＤＫ,75,,,,平成9年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2011年第4四半期,未改装,,7.230448921378274
46006039,中古マンション等,,46201,鹿児島県,鹿児島市,下荒田,鹿児島中央,30分?60分,１Ｋ,20,,,,平成2年,ＲＣ,,住宅,,,,第１種住居地域,60.0,200.0,2020年第3四半期,未改装,,6.414973347970818
46002783,中古マンション等,,46201,鹿児島県,鹿児島市,上荒田町,鹿児島中央,13,１Ｋ,15,,,,昭和64年,ＳＲＣ,,住宅,,,,商業地域,80.0,400.0,2021年第3四半期,改装済,,6.518513939877887
46016405,中古マンション等,,46203,鹿児島県,鹿屋市,寿,,,３ＬＤＫ,70,,,,平成20年,ＳＲＣ,住宅,,,,,,,,2011年第1四半期,未改装,調停・競売等,7.0
46000079,中古マンション等,,46201,鹿児島県,鹿児島市,上荒田町,,,４ＬＤＫ,85,,,,平成17年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2010年第3四半期,未改装,,7.380211241711606
46006974,中古マンション等,,46201,鹿児島県,鹿児島市,新照院町,鹿児島中央,15,４ＬＤＫ,75,,,,平成2年,ＳＲＣ,,住宅,,,,商業地域,80.0,400.0,2020年第3四半期,未改装,,7.079181246047625
46009213,中古マンション等,,46201,鹿児島県,鹿児島市,天保山町,鹿児島中央,30分?60分,４ＬＤＫ,80,,,,平成17年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2020年第3四半期,改装済,,7.361727836017593
46000228,中古マンション等,,46201,鹿児島県,鹿児島市,鴨池新町,南鹿児島,28,３ＬＤＫ,75,,,,昭和57年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2010年第3四半期,改装済,,7.146128035678238
46006011,中古マンション等,,46201,鹿児島県,鹿児島市,下荒田,鹿児島中央,28,２ＬＤＫ,65,,,,令和2年,,,住宅,,,,第１種住居地域,60.0,200.0,2020年第4四半期,未改装,,7.518513939877887
46066283,中古マンション等,,46201,鹿児島県,鹿児島市,鴨池新町,南鹿児島,24,３ＬＤＫ,65,,,,昭和52年,ＳＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2009年第4四半期,,,6.977723605288848
46039666,中古マンション等,,46201,鹿児島県,鹿児島市,堀江町,鹿児島中央,26,２ＬＤＫ,55,,,,平成15年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第1四半期,未改装,,7.176091259055681
46080284,中古マンション等,,46201,鹿児島県,鹿児島市,武,鹿児島中央,11,４ＬＤＫ,80,,,,平成15年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2007年第2四半期,未改装,,7.4623979978989565
46000718,中古マンション等,,46201,鹿児島県,鹿児島市,下荒田,鹿児島中央,30分?60分,１Ｋ,20,,,,平成2年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2010年第2四半期,未改装,,6.230448921378274
46040010,中古マンション等,,46201,鹿児島県,鹿児島市,清水町,鹿児島,14,３ＬＤＫ,90,,,,,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2016年第2四半期,未改装,,7.447158031342219
46004933,中古マンション等,,46201,鹿児島県,鹿児島市,高麗町,鹿児島中央,12,３ＤＫ,50,,,,昭和64年,ＲＣ,住宅,住宅,,,,,,,2018年第2四半期,改装済,,7.079181246047625
46006706,中古マンション等,,46201,鹿児島県,鹿児島市,城西,鹿児島中央,23,３ＬＤＫ,65,,,,平成24年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2019年第2四半期,未改装,,7.491361693834273
46003981,中古マンション等,,46201,鹿児島県,鹿児島市,鴨池新町,南鹿児島,15,３ＬＤＫ,60,,,,昭和52年,ＳＲＣ,,住宅,,,,第２種住居地域,60.0,200.0,2022年第2四半期,未改装,,6.982271233039568
46013390,中古マンション等,,46201,鹿児島県,鹿児島市,与次郎,郡元(ＪＲ),30分?60分,３ＬＤＫ,70,,,,平成18年,ＲＣ,住宅,住宅,,,,,,,2019年第3四半期,改装済,,7.342422680822207
46006748,中古マンション等,,46201,鹿児島県,鹿児島市,城南町,鹿児島中央,29,２ＬＤＫ,70,,,,平成26年,ＲＣ,,住宅,,,,準工業地域,60.0,200.0,2017年第4四半期,未改装,,7.342422680822207
46004890,中古マンション等,,46201,鹿児島県,鹿児島市,高麗町,鹿児島中央,16,４ＬＤＫ,80,,,,,ＳＲＣ,,住宅,,,,,,,2021年第2四半期,未改装,,7.518513939877887
46035974,中古マンション等,,46201,鹿児島県,鹿児島市,谷山中央,谷山(ＪＲ),11,３ＬＤＫ,75,,,,平成9年,ＲＣ,住宅,,,,,,,,2012年第3四半期,未改装,調停・競売等,7.113943352306837
46056374,中古マンション等,,46201,鹿児島県,鹿児島市,泉町,鹿児島中央,29,３ＬＤＫ,65,,,,平成11年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第4四半期,未改装,,7.301029995663981
46079799,中古マンション等,,46201,鹿児島県,鹿児島市,小松原,,,４ＬＤＫ,80,,,,平成19年,ＲＣ,住宅,,,,,,,,2008年第1四半期,未改装,,7.431363764158987
46013427,中古マンション等,,46201,鹿児島県,鹿児島市,与次郎,南鹿児島,25,４ＬＤＫ,85,,,,平成18年,ＲＣ,住宅,住宅,,,,,,,2017年第4四半期,未改装,,7.380211241711606
46008507,中古マンション等,,46201,鹿児島県,鹿児島市,谷山中央,谷山(ＪＲ),3,２Ｋ,35,,,,平成14年,,,住宅,,,,商業地域,80.0,400.0,2022年第1四半期,未改装,,6.0
46030265,中古マンション等,,46201,鹿児島県,鹿児島市,三和町,南鹿児島,16,１Ｋ,20,,,,,ＲＣ,住宅,その他,,,,,,,2015年第1四半期,未改装,,6.57978359661681
46009211,中古マンション等,,46201,鹿児島県,鹿児島市,天保山町,鹿児島中央,30分?60分,３ＬＤＫ,80,,,,平成12年,ＳＲＣ,,住宅,,,,,,,2020年第4四半期,未改装,,7.3222192947339195
46011652,中古マンション等,,46201,鹿児島県,鹿児島市,真砂本町,南鹿児島,16,３ＬＤＫ,90,,,,昭和53年,ＳＲＣ,住宅,住宅,,,,,,,2017年第1四半期,未改装,,7.113943352306837
46003993,中古マンション等,,46201,鹿児島県,鹿児島市,鴨池新町,南鹿児島,23,４ＬＤＫ,90,,,,,,,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2022年第1四半期,改装済,,7.204119982655925
46004003,中古マンション等,,46201,鹿児島県,鹿児島市,鴨池新町,南鹿児島,23,,90,,,,昭和60年,,,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2021年第3四半期,改装済,,7.176091259055681
46003131,中古マンション等,,46201,鹿児島県,鹿児島市,宇宿,宇宿,10,３ＤＫ,45,,,,平成3年,ＲＣ,,住宅,,,,工業地域,60.0,200.0,2018年第2四半期,改装済,,6.919078092376074
46029052,中古マンション等,,46201,鹿児島県,鹿児島市,高麗町,鹿児島中央,8,３ＬＤＫ,85,,,,平成15年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第3四半期,未改装,,7.556302500767287
46001285,中古マンション等,,46201,鹿児島県,鹿児島市,中央町,鹿児島中央,3,３ＬＤＫ,65,,,,平成22年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2010年第3四半期,未改装,,7.518513939877887
46012956,中古マンション等,,46201,鹿児島県,鹿児島市,吉野町,鹿児島,29,２ＬＤＫ,70,,,,,ＳＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2019年第4四半期,未改装,,7.146128035678238
46011693,中古マンション等,,46201,鹿児島県,鹿児島市,松原町,鹿児島中央,18,３ＬＤＫ,50,,,,,,,住宅,,,,商業地域,80.0,500.0,2019年第1四半期,改装済,,7.113943352306837
46065936,中古マンション等,,46201,鹿児島県,鹿児島市,加治屋町,鹿児島中央,11,１ＤＫ,20,,,,平成2年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,400.0,2009年第4四半期,未改装,関係者間取引,6.544068044350276
46008775,中古マンション等,,46201,鹿児島県,鹿児島市,武,鹿児島中央,1H?1H30,３ＬＤＫ,70,,,,平成15年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2011年第3四半期,未改装,,7.342422680822207
46065488,中古マンション等,,46201,鹿児島県,鹿児島市,泉町,鹿児島中央,28,３ＬＤＫ,70,,,,平成11年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第2四半期,未改装,,7.2552725051033065
46006997,中古マンション等,,46201,鹿児島県,鹿児島市,新照院町,鹿児島中央,16,１ＤＫ,35,,,,平成2年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第2四半期,未改装,,6.698970004336019
46000414,中古マンション等,,46201,鹿児島県,鹿児島市,高麗町,鹿児島中央,13,１ＤＫ,40,,,,昭和64年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第4四半期,未改装,調停・競売等,6.204119982655925
46016984,中古マンション等,,46215,鹿児島県,薩摩川内市,平佐,川内(鹿児島),3,３ＬＤＫ,80,,,,平成19年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2014年第3四半期,未改装,,7.380211241711606
46042563,中古マンション等,,46201,鹿児島県,鹿児島市,与次郎,南鹿児島,26,４ＬＤＫ,85,,,,平成20年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第3四半期,未改装,,7.342422680822207
46002273,中古マンション等,,46201,鹿児島県,鹿児島市,荒田,鹿児島中央,20,４ＬＤＫ,85,,,,昭和64年,,,住宅,,,,商業地域,80.0,400.0,2020年第2四半期,未改装,,7.278753600952829
46049646,中古マンション等,,46201,鹿児島県,鹿児島市,与次郎,南鹿児島,30分?60分,３ＬＤＫ,65,,,,平成18年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第4四半期,未改装,,7.278753600952829
46009977,中古マンション等,,46201,鹿児島県,鹿児島市,西田,鹿児島中央,6,４ＬＤＫ,85,,,,平成15年,,住宅,住宅,,,,商業地域,80.0,400.0,2020年第2四半期,未改装,,7.505149978319906
46029423,中古マンション等,,46201,鹿児島県,鹿児島市,小松原,谷山(ＪＲ),13,３ＬＤＫ,70,,,,平成11年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2015年第3四半期,未改装,,7.230448921378274
46037055,中古マンション等,,46201,鹿児島県,鹿児島市,平之町,鹿児島中央,16,３ＬＤＫ,65,,,,平成10年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2015年第2四半期,未改装,,7.301029995663981
46036804,中古マンション等,,46201,鹿児島県,鹿児島市,加治屋町,鹿児島中央,16,２ＬＤＫ,65,,,,平成15年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2016年第4四半期,未改装,,7.3222192947339195
46061360,中古マンション等,,46218,鹿児島県,霧島市,国分野口東,国分(鹿児島),11,３ＬＤＫ,90,,,,平成18年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2012年第1四半期,未改装,,7.176091259055681
46065575,中古マンション等,,46201,鹿児島県,鹿児島市,上荒田町,鹿児島中央,11,３ＬＤＫ,75,,,,,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第4四半期,未改装,,7.3979400086720375
46001796,中古マンション等,,46201,鹿児島県,鹿児島市,中央町,鹿児島中央,7,２ＬＤＫ,65,,,,,ＳＲＣ,住宅,住宅,,,,,,,2014年第2四半期,,,7.2552725051033065
46006960,中古マンション等,,46201,鹿児島県,鹿児島市,新栄町,南鹿児島,11,３ＬＤＫ,65,,,,平成22年,ＲＣ,住宅,住宅,,,,,,,2018年第1四半期,未改装,,7.342422680822207
46004046,中古マンション等,,46201,鹿児島県,鹿児島市,鴨池新町,南鹿児島,18,３ＬＤＫ,65,,,,昭和52年,ＳＲＣ,住宅,住宅,,,,,,,2018年第4四半期,未改装,,7.079181246047625
46004013,中古マンション等,,46201,鹿児島県,鹿児島市,鴨池新町,南鹿児島,18,３ＬＤＫ,65,,,,昭和52年,,,,,,,第２種住居地域,60.0,200.0,2021年第2四半期,未改装,,6.903089986991944
46009220,中古マンション等,,46201,鹿児島県,鹿児島市,天保山町,鹿児島中央,30分?60分,３ＬＤＫ,75,,,,平成14年,ＳＲＣ,住宅,住宅,,,,,,,2019年第3四半期,未改装,,7.3222192947339195
46012442,中古マンション等,,46201,鹿児島県,鹿児島市,易居町,鹿児島,9,１ＤＫ,40,,,,昭和56年,ＳＲＣ,,住宅,,,,商業地域,80.0,400.0,2022年第2四半期,未改装,,6.845098040014257
46065589,中古マンション等,,46201,鹿児島県,鹿児島市,上荒田町,鹿児島中央,13,４ＬＤＫ,85,,,,平成16年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2009年第1四半期,未改装,,7.447158031342219
46080195,中古マンション等,,46201,鹿児島県,鹿児島市,田上,鹿児島中央,30分?60分,４ＬＤＫ,75,,,,平成4年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2008年第2四半期,未改装,,6.991226075692495
46006743,中古マンション等,,46201,鹿児島県,鹿児島市,城南町,鹿児島中央,30分?60分,２ＬＤＫ,40,,,,昭和49年,ＳＲＣ,,住宅,,,,準工業地域,60.0,200.0,2018年第3四半期,未改装,,6.531478917042255
46042906,中古マンション等,,46201,鹿児島県,鹿児島市,武,鹿児島中央,5,４ＬＤＫ,80,,,,平成21年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第1四半期,未改装,,7.491361693834273
46006870,中古マンション等,,46201,鹿児島県,鹿児島市,下荒田,鹿児島中央,28,４ＬＤＫ,90,,,,,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2011年第4四半期,未改装,,7.431363764158987
46080317,中古マンション等,,46201,鹿児島県,鹿児島市,谷山中央,慈眼寺,13,３ＬＤＫ,70,,,,平成7年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2008年第3四半期,改装済,,7.146128035678238
46068198,中古マンション等,,46201,鹿児島県,鹿児島市,新屋敷町,鹿児島中央,18,１Ｋ,20,,,,昭和64年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2009年第3四半期,,,6.518513939877887
46033742,中古マンション等,,46201,鹿児島県,鹿児島市,中央町,鹿児島中央,4,３ＬＤＫ,80,,,,平成12年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2015年第4四半期,改装済,,7.447158031342219
46003302,中古マンション等,,46201,鹿児島県,鹿児島市,小川町,鹿児島,5,３ＬＤＫ,70,,,,,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第1四半期,未改装,,7.278753600952829
46036813,中古マンション等,,46201,鹿児島県,鹿児島市,加治屋町,鹿児島中央,13,１ＤＫ,35,,,,平成18年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,400.0,2016年第1四半期,,,6.653212513775344
46002872,中古マンション等,,46201,鹿児島県,鹿児島市,上之園町,鹿児島中央,11,１Ｋ,15,,,,平成3年,ＳＲＣ,住宅,住宅,,,,,,,2019年第4四半期,未改装,,6.505149978319906
46037156,中古マンション等,,46201,鹿児島県,鹿児島市,唐湊,鹿児島中央,23,３ＬＤＫ,70,,,,平成8年,ＳＲＣ,住宅,,,,,,,,2012年第3四半期,改装済,,7.2552725051033065
46057971,中古マンション等,,46201,鹿児島県,鹿児島市,鴨池,郡元(ＪＲ),15,４ＬＤＫ,95,,,,平成11年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第4四半期,改装済,,7.4623979978989565
46001397,中古マンション等,,46201,鹿児島県,鹿児島市,天保山町,鹿児島中央,30分?60分,４ＬＤＫ,90,,,,平成12年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第3四半期,改装済,,7.414973347970818
46003997,中古マンション等,,46201,鹿児島県,鹿児島市,鴨池新町,南鹿児島,24,３ＬＤＫ,70,,,,,,,住宅,,,,近隣商業地域,60.0,300.0,2021年第4四半期,未改装,,7.477121254719663
46011963,中古マンション等,,46201,鹿児島県,鹿児島市,紫原,郡元(ＪＲ),11,２ＤＫ,35,,,,昭和49年,ＳＲＣ,住宅,住宅,,,,,,,2019年第3四半期,改装済,,6.681241237375588
46043414,中古マンション等,,46201,鹿児島県,鹿児島市,谷山中央,谷山(ＪＲ),6,１Ｋ,25,,,,昭和64年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2016年第2四半期,改装済,,6.3222192947339195
