ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
9001463,中古マンション等,,9201,栃木県,宇都宮市,越戸,宇都宮,30分?60分,４ＬＤＫ,70,,,,平成16年,ＲＣ,,住宅,,,,第１種住居地域,60.0,200.0,2020年第1四半期,改装済,,7.3222192947339195
9036846,中古マンション等,,9201,栃木県,宇都宮市,東簗瀬,宇都宮,26,２ＤＫ,40,,,,平成4年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2012年第1四半期,改装済,,7.230448921378274
9029318,中古マンション等,,9201,栃木県,宇都宮市,今泉町,宇都宮,19,３ＬＤＫ,60,,,,平成7年,ＳＲＣ,住宅,,,,,準工業地域,60.0,200.0,2009年第2四半期,改装済,,6.886490725172482
9046848,中古マンション等,,9213,栃木県,那須塩原市,塩原,西那須野,2H?,１ＬＤＫ,50,,,,平成7年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2022年第1四半期,未改装,,6.518513939877887
9011615,中古マンション等,,9202,栃木県,足利市,通,足利,11,３ＬＤＫ,55,,,,平成7年,ＳＲＣ,,住宅,,,,商業地域,80.0,700.0,2018年第1四半期,改装済,,6.826074802700826
9031405,中古マンション等,,9201,栃木県,宇都宮市,宿郷,宇都宮,7,３ＬＤＫ,70,,,,平成20年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第4四半期,改装済,,7.278753600952829
9006193,中古マンション等,,9201,栃木県,宇都宮市,今泉町,宇都宮,19,２ＬＤＫ,60,,,,平成7年,ＳＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2016年第3四半期,改装済,,7.0
9041078,中古マンション等,,9201,栃木県,宇都宮市,本丸町,東武宇都宮,11,３ＬＤＫ,60,,,,昭和55年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第1四半期,未改装,調停・競売等,6.361727836017593
9044497,中古マンション等,,9213,栃木県,那須塩原市,扇町,西那須野,2,１Ｋ,25,,,,昭和64年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第3四半期,未改装,,6.380211241711606
9015190,中古マンション等,,9201,栃木県,宇都宮市,馬場通り,宇都宮,15,２ＬＤＫ,70,,,,平成22年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2011年第1四半期,,,7.491361693834273
