ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
37009465,中古マンション等,,37201,香川県,高松市,塩江町安原上東,学園通り,2H?,２ＤＫ,35,,,,昭和53年,ＲＣ,住宅,,,,,都市計画区域外,,,2010年第3四半期,未改装,,6.3979400086720375
37004345,中古マンション等,,37201,香川県,高松市,築地町,今橋,3,３ＬＤＫ,60,,,,平成21年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2020年第3四半期,未改装,,7.204119982655925
37015676,中古マンション等,,37202,香川県,丸亀市,西平山町,丸亀,8,１Ｋ,15,,,,昭和64年,ＲＣ,住宅,,,,,近隣商業地域,80.0,200.0,2010年第4四半期,未改装,,6.041392685158225
37007026,中古マンション等,,37201,香川県,高松市,屋島西町,潟元,30分?60分,２ＬＤＫ,60,,,,平成14年,ＲＣ,,住宅,,,,第１種住居地域,60.0,200.0,2018年第4四半期,未改装,,6.924279286061882
37016506,中古マンション等,,37201,香川県,高松市,楠上町,栗林,6,４ＬＤＫ,85,,,,平成8年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2011年第1四半期,未改装,,7.176091259055681
37033564,中古マンション等,,37201,香川県,高松市,藤塚町,栗林公園北口,8,１ＤＫ,20,,,,昭和59年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2008年第1四半期,未改装,,6.079181246047625
37020383,中古マンション等,,37201,香川県,高松市,昭和町,昭和町(香川),2,３ＬＤＫ,75,,,,平成14年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2015年第4四半期,未改装,,7.204119982655925
37021869,中古マンション等,,37201,香川県,高松市,屋島西町,琴電屋島,6,２ＬＤＫ＋Ｓ,65,,,,平成13年,ＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2015年第3四半期,未改装,,7.079181246047625
37005996,中古マンション等,,37201,香川県,高松市,松縄町,林道,14,４ＬＤＫ,80,,,,平成25年,ＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2017年第2四半期,未改装,,7.380211241711606
37019499,中古マンション等,,37201,香川県,高松市,太田上町,太田(高松),7,３ＬＤＫ,70,,,,平成16年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2015年第4四半期,改装済,,7.230448921378274
37018720,中古マンション等,,37201,香川県,高松市,松島町,沖松島,6,３ＬＤＫ,65,,,,平成10年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2011年第1四半期,改装済,,7.0
37006702,中古マンション等,,37201,香川県,高松市,室新町,三条(高松),13,３ＬＤＫ,75,,,,平成22年,ＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2017年第2四半期,改装済,,7.361727836017593
37008381,中古マンション等,,37202,香川県,丸亀市,浜町,丸亀,3,４ＬＤＫ,85,,,,,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2014年第4四半期,未改装,,7.301029995663981
37013543,中古マンション等,,37201,香川県,高松市,屋島西町,潟元,16,３ＬＤＫ,70,,,,平成13年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2010年第3四半期,未改装,,7.0
37028725,中古マンション等,,37201,香川県,高松市,仏生山町,仏生山,5,４ＬＤＫ,85,,,,平成7年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2013年第1四半期,未改装,,7.113943352306837
37030880,中古マンション等,,37201,香川県,高松市,鶴市町,鬼無,3,４ＬＤＫ,100,,,,平成15年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2009年第2四半期,未改装,,7.176091259055681
