ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
30004036,中古マンション等,,30201,和歌山県,和歌山市,湊通丁南,和歌山市,19,４ＬＤＫ,75,,,,昭和60年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2014年第3四半期,未改装,,6.838849090737256
30006792,中古マンション等,,30201,和歌山県,和歌山市,湊通丁南,和歌山市,20,１Ｋ,30,,,,昭和60年,ＳＲＣ,,事務所,,,,商業地域,80.0,400.0,2019年第4四半期,未改装,,6.3979400086720375
30029118,中古マンション等,,30201,和歌山県,和歌山市,十番丁,和歌山市,18,１ＤＫ,30,,,,昭和64年,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2013年第4四半期,改装済,,6.5910646070264995
30006832,中古マンション等,,30201,和歌山県,和歌山市,南材木丁,和歌山,15,３ＬＤＫ,70,,,,平成19年,ＲＣ,,住宅,,,,商業地域,80.0,400.0,2018年第1四半期,未改装,,7.2552725051033065
30032155,中古マンション等,,30201,和歌山県,和歌山市,和歌川町,紀三井寺,20,２ＤＫ,60,,,,昭和61年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2009年第4四半期,改装済,,6.799340549453582
30034064,中古マンション等,,30201,和歌山県,和歌山市,内原,黒江,2,２ＬＤＫ,60,,,,昭和63年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2008年第4四半期,未改装,,6.924279286061882
30028768,中古マンション等,,30201,和歌山県,和歌山市,毛見,海南,30分?60分,１ＬＤＫ,50,,,,平成9年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2013年第4四半期,未改装,,6.740362689494244
30006801,中古マンション等,,30201,和歌山県,和歌山市,湊通丁南,和歌山市,24,４ＬＤＫ,75,,,,昭和60年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第1四半期,改装済,,6.977723605288848
30031850,中古マンション等,,30201,和歌山県,和歌山市,中之島,和歌山,11,３ＬＤＫ,70,,,,平成20年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第4四半期,未改装,,7.230448921378274
30005530,中古マンション等,,30201,和歌山県,和歌山市,中之島,和歌山,11,４ＬＤＫ,75,,,,平成20年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第1四半期,未改装,,7.278753600952829
30024676,中古マンション等,,30201,和歌山県,和歌山市,湊通丁南,和歌山市,20,オープンフロア,45,,,,昭和60年,ＳＲＣ,事務所,,,,,商業地域,80.0,400.0,2012年第3四半期,未改装,,6.740362689494244
30024494,中古マンション等,,30201,和歌山県,和歌山市,布施屋,布施屋,3,３ＬＤＫ,55,,,,平成3年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2012年第2四半期,改装済,,6.778151250383644
30000301,中古マンション等,,30201,和歌山県,和歌山市,毛見,海南,30分?60分,２ＬＤＫ,70,,,,平成10年,ＳＲＣ,住宅,その他,,,,第１種住居地域,60.0,200.0,2014年第4四半期,未改装,,6.929418925714293
30023953,中古マンション等,,30201,和歌山県,和歌山市,中之島,紀伊中ノ島,10,４ＬＤＫ,85,,,,昭和64年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2012年第1四半期,未改装,,7.041392685158225
